Low-Income Energy Affordability Data Tool Map Export (https://www.energy.gov/eere/slsc/maps/lead-tool#)
Exported On:,12/2/2020
Building Age:,Before 1940; 1940 - 59; 1960 - 79; 1980 - 99; 2000 - 09; 2010+
Heating Fuel Type:,Utility Gas; Bottled Gas; Electricity; Fuel Oil; Coal; Wood; Solar; Other; None
Building Type:,1 unit detached; 1 unit attached; 2 units; 3 - 4 units; 5 - 9 units; 10 - 19 units; 20 - 49 units; 50+ units; Boat/RV/Van; Mobile/Trailer
Rent/Own:,Renter-occupied; Owner-occupied
SMI:,0% - 30%; 30% - 60%; 60% - 80%; 80% - 100%; 100%+

Geography ID, Name,County,Tribal Areas,Avg. Annual Energy Cost
06005000101,Census Tract Census Tract 1.01,Amador County,,3815
06015000101,Census Tract Census Tract 1.01,Del Norte County,,1574
06029000101,Census Tract Census Tract 1.01,Kern County,,1683
06043000101,Census Tract Census Tract 1.01,Mariposa County,,2579
06051000101,Census Tract Census Tract 1.01,Mono County,Benton Paiute Reservation and Off-Reservation Trust Land,3831
06053000101,Census Tract Census Tract 1.01,Monterey County,,1868
06083000101,Census Tract Census Tract 1.01,Santa Barbara County,,1149
06099000101,Census Tract Census Tract 1.01,Stanislaus County,,3388
06105000101,Census Tract Census Tract 1.01,Trinity County,,3195
06005000102,Census Tract Census Tract 1.02,Amador County,,4737
06007000102,Census Tract Census Tract 1.02,Butte County,,2027
06015000102,Census Tract Census Tract 1.02,Del Norte County,Elk Valley Rancheria and Off-Reservation Trust Land,1903
06029000102,Census Tract Census Tract 1.02,Kern County,,1662
06039000102,Census Tract Census Tract 1.02,Madera County,North Fork Rancheria and Off-Reservation Trust Land,3912
06043000102,Census Tract Census Tract 1.02,Mariposa County,,2928
06051000102,Census Tract Census Tract 1.02,Mono County,Bridgeport Reservation,3286
06053000102,Census Tract Census Tract 1.02,Monterey County,,1690
06057000102,Census Tract Census Tract 1.02,Nevada County,,2783
06083000102,Census Tract Census Tract 1.02,Santa Barbara County,,1318
06099000102,Census Tract Census Tract 1.02,Stanislaus County,,2934
06105000102,Census Tract Census Tract 1.02,Trinity County,,2457
06007000103,Census Tract Census Tract 1.03,Butte County,,2300
06039000103,Census Tract Census Tract 1.03,Madera County,,2928
06053000103,Census Tract Census Tract 1.03,Monterey County,,1342
06057000103,Census Tract Census Tract 1.03,Nevada County,,2691
06071000103,Census Tract Census Tract 1.03,San Bernardino County,,1616
06083000103,Census Tract Census Tract 1.03,Santa Barbara County,,1957
06007000104,Census Tract Census Tract 1.04,Butte County,,1879
06015000104,Census Tract Census Tract 1.04,Del Norte County,,1792
06039000104,Census Tract Census Tract 1.04,Madera County,,3167
06053000104,Census Tract Census Tract 1.04,Monterey County,,1830
06057000104,Census Tract Census Tract 1.04,Nevada County,,2149
06071000104,Census Tract Census Tract 1.04,San Bernardino County,,1858
06015000105,Census Tract Census Tract 1.05,Del Norte County,,2070
06057000105,Census Tract Census Tract 1.05,Nevada County,,2566
06071000105,Census Tract Census Tract 1.05,San Bernardino County,,1828
06039000106,Census Tract Census Tract 1.06,Madera County,,3576
06071000107,Census Tract Census Tract 1.07,San Bernardino County,,1868
06039000108,Census Tract Census Tract 1.08,Madera County,Picayune Rancheria and Off-Reservation Trust Land,3212
06071000108,Census Tract Census Tract 1.08,San Bernardino County,,1629
06039000109,Census Tract Census Tract 1.09,Madera County,,3355
06071000109,Census Tract Census Tract 1.09,San Bernardino County,,1880
06071000111,Census Tract Census Tract 1.11,San Bernardino County,,2095
06071000113,Census Tract Census Tract 1.13,San Bernardino County,,1732
06071000115,Census Tract Census Tract 1.15,San Bernardino County,,1857
06071000116,Census Tract Census Tract 1.16,San Bernardino County,,1865
06071000117,Census Tract Census Tract 1.17,San Bernardino County,,1901
06071000118,Census Tract Census Tract 1.18,San Bernardino County,,1993
06009000120,Census Tract Census Tract 1.20,Calaveras County,,4007
06009000121,Census Tract Census Tract 1.21,Calaveras County,,2826
06009000122,Census Tract Census Tract 1.22,Calaveras County,,3291
06031001001,Census Tract Census Tract 10.01,Kings County,,1948
06071001001,Census Tract Census Tract 10.01,San Bernardino County,,1387
06099001001,Census Tract Census Tract 10.01,Stanislaus County,,1984
06111001001,Census Tract Census Tract 10.01,Ventura County,,1750
06031001002,Census Tract Census Tract 10.02,Kings County,,1874
06047001002,Census Tract Census Tract 10.02,Merced County,,2073
06071001002,Census Tract Census Tract 10.02,San Bernardino County,,1441
06099001002,Census Tract Census Tract 10.02,Stanislaus County,,1775
06111001002,Census Tract Census Tract 10.02,Ventura County,,1559
06031001003,Census Tract Census Tract 10.03,Kings County,,2168
06047001003,Census Tract Census Tract 10.03,Merced County,,1491
06107001003,Census Tract Census Tract 10.03,Tulare County,,2244
06047001004,Census Tract Census Tract 10.04,Merced County,,1056
06107001004,Census Tract Census Tract 10.04,Tulare County,,2006
06047001005,Census Tract Census Tract 10.05,Merced County,,1149
06107001005,Census Tract Census Tract 10.05,Tulare County,,2156
06107001006,Census Tract Census Tract 10.06,Tulare County,,1911
06073010001,Census Tract Census Tract 100.01,San Diego County,,1664
06079010002,Census Tract Census Tract 100.02,San Luis Obispo County,,5101
06073010003,Census Tract Census Tract 100.03,San Diego County,,1667
06071010004,Census Tract Census Tract 100.04,San Bernardino County,,2304
06073010004,Census Tract Census Tract 100.04,San Diego County,,1595
06073010005,Census Tract Census Tract 100.05,San Diego County,,1349
06071010009,Census Tract Census Tract 100.09,San Bernardino County,,2227
06073010009,Census Tract Census Tract 100.09,San Diego County,,1196
06071010010,Census Tract Census Tract 100.10,San Bernardino County,,2363
06073010010,Census Tract Census Tract 100.10,San Diego County,,1420
06071010011,Census Tract Census Tract 100.11,San Bernardino County,,2233
06073010011,Census Tract Census Tract 100.11,San Diego County,,1561
06071010012,Census Tract Census Tract 100.12,San Bernardino County,,2539
06073010012,Census Tract Census Tract 100.12,San Diego County,,987
06071010013,Census Tract Census Tract 100.13,San Bernardino County,,2246
06073010013,Census Tract Census Tract 100.13,San Diego County,,1235
06071010014,Census Tract Census Tract 100.14,San Bernardino County,,2160
06073010014,Census Tract Census Tract 100.14,San Diego County,,1880
06071010015,Census Tract Census Tract 100.15,San Bernardino County,,2335
06073010015,Census Tract Census Tract 100.15,San Diego County,,1728
06071010016,Census Tract Census Tract 100.16,San Bernardino County,,2290
06079010016,Census Tract Census Tract 100.16,San Luis Obispo County,,2941
06071010017,Census Tract Census Tract 100.17,San Bernardino County,,2495
06071010018,Census Tract Census Tract 100.18,San Bernardino County,,2475
06071010019,Census Tract Census Tract 100.19,San Bernardino County,,2250
06071010020,Census Tract Census Tract 100.20,San Bernardino County,,1879
06071010021,Census Tract Census Tract 100.21,San Bernardino County,,2352
06071010022,Census Tract Census Tract 100.22,San Bernardino County,,2155
06071010023,Census Tract Census Tract 100.23,San Bernardino County,,2380
06071010024,Census Tract Census Tract 100.24,San Bernardino County,,2178
06071010025,Census Tract Census Tract 100.25,San Bernardino County,,2052
06071010026,Census Tract Census Tract 100.26,San Bernardino County,,2158
06087100200,Census Tract Census Tract 1002,Santa Cruz County,,1583
06087100300,Census Tract Census Tract 1003,Santa Cruz County,,1990
06087100400,Census Tract Census Tract 1004,Santa Cruz County,,1432
06087100500,Census Tract Census Tract 1005,Santa Cruz County,,1558
06087100700,Census Tract Census Tract 1007,Santa Cruz County,,1045
06087100800,Census Tract Census Tract 1008,Santa Cruz County,,1248
06087100900,Census Tract Census Tract 1009,Santa Cruz County,,1825
06003010000,Census Tract Census Tract 100,Alpine County,Washoe Ranches Trust Land; Woodfords Community,4813
06091010000,Census Tract Census Tract 100,Sierra County,,3981
06025010101,Census Tract Census Tract 101.01,Imperial County,,3792
06053010101,Census Tract Census Tract 101.01,Monterey County,,1769
06113010101,Census Tract Census Tract 101.01,Yolo County,,1658
06023010102,Census Tract Census Tract 101.02,Humboldt County,Karuk Reservation and Off-Reservation Trust Land; Yurok Reservation,2709
06025010102,Census Tract Census Tract 101.02,Imperial County,,2326
06053010102,Census Tract Census Tract 101.02,Monterey County,,3839
06079010102,Census Tract Census Tract 101.02,San Luis Obispo County,,1263
06113010102,Census Tract Census Tract 101.02,Yolo County,,1866
06073010103,Census Tract Census Tract 101.03,San Diego County,,1287
06073010104,Census Tract Census Tract 101.04,San Diego County,,1597
06073010106,Census Tract Census Tract 101.06,San Diego County,,1298
06073010107,Census Tract Census Tract 101.07,San Diego County,,1482
06073010109,Census Tract Census Tract 101.09,San Diego County,,1560
06073010110,Census Tract Census Tract 101.10,San Diego County,,1511
06073010111,Census Tract Census Tract 101.11,San Diego County,,1230
06073010112,Census Tract Census Tract 101.12,San Diego County,,951
06087101000,Census Tract Census Tract 1010,Santa Cruz County,,1142
06037101110,Census Tract Census Tract 1011.10,Los Angeles County,,1951
06037101122,Census Tract Census Tract 1011.22,Los Angeles County,,2273
06041101100,Census Tract Census Tract 1011,Marin County,,2343
06087101100,Census Tract Census Tract 1011,Santa Cruz County,,1806
06037101210,Census Tract Census Tract 1012.10,Los Angeles County,,1179
06037101220,Census Tract Census Tract 1012.20,Los Angeles County,,1606
06041101200,Census Tract Census Tract 1012,Marin County,,2373
06087101200,Census Tract Census Tract 1012,Santa Cruz County,,1746
06037101300,Census Tract Census Tract 1013,Los Angeles County,,2309
06037101400,Census Tract Census Tract 1014,Los Angeles County,,2123
06021010100,Census Tract Census Tract 101,Glenn County,,2022
06045010100,Census Tract Census Tract 101,Mendocino County,Round Valley Reservation and Off-Reservation Trust Land,2688
06075010100,Census Tract Census Tract 101,San Francisco County,,777
06089010100,Census Tract Census Tract 101,Shasta County,,1100
06079010201,Census Tract Census Tract 102.01,San Luis Obispo County,,2003
06113010201,Census Tract Census Tract 102.01,Yolo County,,1718
06053010202,Census Tract Census Tract 102.02,Monterey County,,3301
06079010202,Census Tract Census Tract 102.02,San Luis Obispo County,,1718
06113010203,Census Tract Census Tract 102.03,Yolo County,,1308
06079010204,Census Tract Census Tract 102.04,San Luis Obispo County,,1531
06113010204,Census Tract Census Tract 102.04,Yolo County,,1680
06037102103,Census Tract Census Tract 1021.03,Los Angeles County,,1984
06037102104,Census Tract Census Tract 1021.04,Los Angeles County,,2017
06037102105,Census Tract Census Tract 1021.05,Los Angeles County,,1968
06037102107,Census Tract Census Tract 1021.07,Los Angeles County,,2116
06041102100,Census Tract Census Tract 1021,Marin County,,2090
06041102202,Census Tract Census Tract 1022.02,Marin County,,1995
06041102203,Census Tract Census Tract 1022.03,Marin County,,1627
06021010200,Census Tract Census Tract 102,Glenn County,,2746
06023010200,Census Tract Census Tract 102,Humboldt County,Big Lagoon Rancheria; Trinidad Rancheria and Off-Reservation Trust Land,2881
06025010200,Census Tract Census Tract 102,Imperial County,,2044
06045010200,Census Tract Census Tract 102,Mendocino County,Laytonville Rancheria; Sherwood Valley Rancheria and Off-Reservation Trust Land,2614
06073010200,Census Tract Census Tract 102,San Diego County,,1362
06075010200,Census Tract Census Tract 102,San Francisco County,,1292
06089010200,Census Tract Census Tract 102,Shasta County,,1523
06113010302,Census Tract Census Tract 103.02,Yolo County,,2161
06053010305,Census Tract Census Tract 103.05,Monterey County,,2728
06053010306,Census Tract Census Tract 103.06,Monterey County,,2165
06113010310,Census Tract Census Tract 103.10,Yolo County,,2130
06113010312,Census Tract Census Tract 103.12,Yolo County,,2028
06037103101,Census Tract Census Tract 1031.01,Los Angeles County,,2302
06037103102,Census Tract Census Tract 1031.02,Los Angeles County,,2208
06041103100,Census Tract Census Tract 1031,Marin County,,2305
06037103200,Census Tract Census Tract 1032,Los Angeles County,,2276
06041103200,Census Tract Census Tract 1032,Marin County,,1967
06037103300,Census Tract Census Tract 1033,Los Angeles County,,2428
06037103400,Census Tract Census Tract 1034,Los Angeles County,,1936
06021010300,Census Tract Census Tract 103,Glenn County,Grindstone Indian Rancheria,2904
06023010300,Census Tract Census Tract 103,Humboldt County,Blue Lake Rancheria and Off-Reservation Trust Land,2402
06025010300,Census Tract Census Tract 103,Imperial County,,2095
06045010300,Census Tract Census Tract 103,Mendocino County,,2982
06071010300,Census Tract Census Tract 103,San Bernardino County,,3259
06073010300,Census Tract Census Tract 103,San Diego County,,1534
06075010300,Census Tract Census Tract 103,San Francisco County,,1246
06079010300,Census Tract Census Tract 103,San Luis Obispo County,,3115
06089010300,Census Tract Census Tract 103,Shasta County,,1739
06073010401,Census Tract Census Tract 104.01,San Diego County,,1234
06113010401,Census Tract Census Tract 104.01,Yolo County,,2161
06071010402,Census Tract Census Tract 104.02,San Bernardino County,,1271
06073010402,Census Tract Census Tract 104.02,San Diego County,,1110
06113010402,Census Tract Census Tract 104.02,Yolo County,,2293
06079010403,Census Tract Census Tract 104.03,San Luis Obispo County,,1823
06071010409,Census Tract Census Tract 104.09,San Bernardino County,,3145
06071010410,Census Tract Census Tract 104.10,San Bernardino County,,2461
06071010411,Census Tract Census Tract 104.11,San Bernardino County,,1982
06071010412,Census Tract Census Tract 104.12,San Bernardino County,,1878
06071010413,Census Tract Census Tract 104.13,San Bernardino County,,1867
06071010415,Census Tract Census Tract 104.15,San Bernardino County,,1999
06071010416,Census Tract Census Tract 104.16,San Bernardino County,,2841
06071010417,Census Tract Census Tract 104.17,San Bernardino County,,2105
06071010419,Census Tract Census Tract 104.19,San Bernardino County,,2333
06071010420,Census Tract Census Tract 104.20,San Bernardino County,,2328
06071010421,Census Tract Census Tract 104.21,San Bernardino County,Twenty-Nine Palms Reservation,1530
06071010422,Census Tract Census Tract 104.22,San Bernardino County,,2352
06071010423,Census Tract Census Tract 104.23,San Bernardino County,,2906
06071010424,Census Tract Census Tract 104.24,San Bernardino County,,3475
06041104101,Census Tract Census Tract 1041.01,Marin County,,2054
06041104102,Census Tract Census Tract 1041.02,Marin County,,1402
06037104103,Census Tract Census Tract 1041.03,Los Angeles County,,2348
06037104105,Census Tract Census Tract 1041.05,Los Angeles County,,1628
06037104108,Census Tract Census Tract 1041.08,Los Angeles County,,1789
06037104124,Census Tract Census Tract 1041.24,Los Angeles County,,2546
06037104201,Census Tract Census Tract 1042.01,Los Angeles County,,2858
06037104203,Census Tract Census Tract 1042.03,Los Angeles County,,2180
06037104204,Census Tract Census Tract 1042.04,Los Angeles County,,2422
06041104200,Census Tract Census Tract 1042,Marin County,,1735
06037104310,Census Tract Census Tract 1043.10,Los Angeles County,,2959
06037104320,Census Tract Census Tract 1043.20,Los Angeles County,,2117
06041104300,Census Tract Census Tract 1043,Marin County,,2190
06037104401,Census Tract Census Tract 1044.01,Los Angeles County,,2429
06037104403,Census Tract Census Tract 1044.03,Los Angeles County,,2544
06037104404,Census Tract Census Tract 1044.04,Los Angeles County,,2245
06037104500,Census Tract Census Tract 1045,Los Angeles County,,2555
06037104610,Census Tract Census Tract 1046.10,Los Angeles County,,2383
06037104620,Census Tract Census Tract 1046.20,Los Angeles County,,2424
06037104701,Census Tract Census Tract 1047.01,Los Angeles County,,1864
06037104703,Census Tract Census Tract 1047.03,Los Angeles County,,2026
06037104704,Census Tract Census Tract 1047.04,Los Angeles County,,1842
06037104810,Census Tract Census Tract 1048.10,Los Angeles County,,2490
06037104821,Census Tract Census Tract 1048.21,Los Angeles County,,2255
06037104822,Census Tract Census Tract 1048.22,Los Angeles County,,1952
06021010400,Census Tract Census Tract 104,Glenn County,,1864
06023010400,Census Tract Census Tract 104,Humboldt County,Trinidad Rancheria and Off-Reservation Trust Land,2197
06025010400,Census Tract Census Tract 104,Imperial County,,2030
06045010400,Census Tract Census Tract 104,Mendocino County,,2709
06053010400,Census Tract Census Tract 104,Monterey County,,1810
06075010400,Census Tract Census Tract 104,San Francisco County,,1313
06089010400,Census Tract Census Tract 104,Shasta County,,1833
06021010501,Census Tract Census Tract 105.01,Glenn County,,2219
06023010501,Census Tract Census Tract 105.01,Humboldt County,,1688
06053010501,Census Tract Census Tract 105.01,Monterey County,,2293
06073010501,Census Tract Census Tract 105.01,San Diego County,,1495
06113010501,Census Tract Census Tract 105.01,Yolo County,,1026
06021010502,Census Tract Census Tract 105.02,Glenn County,,2917
06023010502,Census Tract Census Tract 105.02,Humboldt County,,1814
06073010502,Census Tract Census Tract 105.02,San Diego County,,1127
06079010503,Census Tract Census Tract 105.03,San Luis Obispo County,,1556
06053010504,Census Tract Census Tract 105.04,Monterey County,,1456
06079010504,Census Tract Census Tract 105.04,San Luis Obispo County,,1963
06053010505,Census Tract Census Tract 105.05,Monterey County,,1265
06113010505,Census Tract Census Tract 105.05,Yolo County,,2019
06053010506,Census Tract Census Tract 105.06,Monterey County,,1219
06113010508,Census Tract Census Tract 105.08,Yolo County,,1793
06113010509,Census Tract Census Tract 105.09,Yolo County,,1743
06113010510,Census Tract Census Tract 105.10,Yolo County,,1606
06113010511,Census Tract Census Tract 105.11,Yolo County,,1710
06113010512,Census Tract Census Tract 105.12,Yolo County,,1894
06113010513,Census Tract Census Tract 105.13,Yolo County,,1470
06041105000,Census Tract Census Tract 1050,Marin County,,1959
06025010500,Census Tract Census Tract 105,Imperial County,,1850
06045010500,Census Tract Census Tract 105,Mendocino County,,2219
06075010500,Census Tract Census Tract 105,San Francisco County,,783
06089010500,Census Tract Census Tract 105,Shasta County,,1771
06073010601,Census Tract Census Tract 106.01,San Diego County,,2497
06089010601,Census Tract Census Tract 106.01,Shasta County,,2796
06079010602,Census Tract Census Tract 106.02,San Luis Obispo County,,1408
06089010602,Census Tract Census Tract 106.02,Shasta County,,2438
06113010602,Census Tract Census Tract 106.02,Yolo County,,1243
06053010603,Census Tract Census Tract 106.03,Monterey County,,1826
06079010603,Census Tract Census Tract 106.03,San Luis Obispo County,,1367
06089010603,Census Tract Census Tract 106.03,Shasta County,,3433
06053010604,Census Tract Census Tract 106.04,Monterey County,,1599
06053010605,Census Tract Census Tract 106.05,Monterey County,,1638
06113010605,Census Tract Census Tract 106.05,Yolo County,,2045
06053010606,Census Tract Census Tract 106.06,Monterey County,,2013
06113010606,Census Tract Census Tract 106.06,Yolo County,,1890
06053010607,Census Tract Census Tract 106.07,Monterey County,,1293
06113010607,Census Tract Census Tract 106.07,Yolo County,,1994
06053010608,Census Tract Census Tract 106.08,Monterey County,,1465
06113010608,Census Tract Census Tract 106.08,Yolo County,,1750
06041106001,Census Tract Census Tract 1060.01,Marin County,,1360
06041106002,Census Tract Census Tract 1060.02,Marin County,,2160
06037106010,Census Tract Census Tract 1060.10,Los Angeles County,,3012
06037106020,Census Tract Census Tract 1060.20,Los Angeles County,,3111
06037106111,Census Tract Census Tract 1061.11,Los Angeles County,,2636
06037106112,Census Tract Census Tract 1061.12,Los Angeles County,,2697
06037106113,Census Tract Census Tract 1061.13,Los Angeles County,,2634
06037106114,Census Tract Census Tract 1061.14,Los Angeles County,,2237
06037106403,Census Tract Census Tract 1064.03,Los Angeles County,,3447
06037106405,Census Tract Census Tract 1064.05,Los Angeles County,,2105
06037106406,Census Tract Census Tract 1064.06,Los Angeles County,,2856
06037106407,Census Tract Census Tract 1064.07,Los Angeles County,,1372
06037106408,Census Tract Census Tract 1064.08,Los Angeles County,,1355
06037106510,Census Tract Census Tract 1065.10,Los Angeles County,,2562
06037106520,Census Tract Census Tract 1065.20,Los Angeles County,,2556
06037106603,Census Tract Census Tract 1066.03,Los Angeles County,,3332
06037106604,Census Tract Census Tract 1066.04,Los Angeles County,,2470
06037106641,Census Tract Census Tract 1066.41,Los Angeles County,,2728
06037106642,Census Tract Census Tract 1066.42,Los Angeles County,,2570
06037106643,Census Tract Census Tract 1066.43,Los Angeles County,,2848
06037106645,Census Tract Census Tract 1066.45,Los Angeles County,,2806
06037106646,Census Tract Census Tract 1066.46,Los Angeles County,,2518
06037106648,Census Tract Census Tract 1066.48,Los Angeles County,,2700
06037106649,Census Tract Census Tract 1066.49,Los Angeles County,,3286
06023010600,Census Tract Census Tract 106,Humboldt County,,2726
06025010600,Census Tract Census Tract 106,Imperial County,,2282
06045010600,Census Tract Census Tract 106,Mendocino County,Sherwood Valley Rancheria and Off-Reservation Trust Land,2692
06075010600,Census Tract Census Tract 106,San Francisco County,,816
06053010701,Census Tract Census Tract 107.01,Monterey County,,2690
06079010701,Census Tract Census Tract 107.01,San Luis Obispo County,,1337
06113010701,Census Tract Census Tract 107.01,Yolo County,,1455
06053010702,Census Tract Census Tract 107.02,Monterey County,,3145
06089010702,Census Tract Census Tract 107.02,Shasta County,,2554
06079010703,Census Tract Census Tract 107.03,San Luis Obispo County,,1254
06089010703,Census Tract Census Tract 107.03,Shasta County,,1356
06113010703,Census Tract Census Tract 107.03,Yolo County,,1586
06089010704,Census Tract Census Tract 107.04,Shasta County,,1514
06113010704,Census Tract Census Tract 107.04,Yolo County,,1748
06079010707,Census Tract Census Tract 107.07,San Luis Obispo County,,1340
06037107010,Census Tract Census Tract 1070.10,Los Angeles County,,3194
06037107020,Census Tract Census Tract 1070.20,Los Angeles County,,3091
06041107000,Census Tract Census Tract 1070,Marin County,,2129
06023010700,Census Tract Census Tract 107,Humboldt County,,1842
06025010700,Census Tract Census Tract 107,Imperial County,,2355
06045010700,Census Tract Census Tract 107,Mendocino County,Sherwood Valley Rancheria and Off-Reservation Trust Land,1874
06071010700,Census Tract Census Tract 107,San Bernardino County,,1267
06075010700,Census Tract Census Tract 107,San Francisco County,,649
06045010801,Census Tract Census Tract 108.01,Mendocino County,Coyote Valley Reservation; Redwood Valley Rancheria,2930
06045010802,Census Tract Census Tract 108.02,Mendocino County,,2436
06071010802,Census Tract Census Tract 108.02,San Bernardino County,,2695
06071010803,Census Tract Census Tract 108.03,San Bernardino County,,3279
06089010803,Census Tract Census Tract 108.03,Shasta County,,1708
06053010804,Census Tract Census Tract 108.04,Monterey County,,1681
06071010804,Census Tract Census Tract 108.04,San Bernardino County,,2893
06089010804,Census Tract Census Tract 108.04,Shasta County,,2669
06089010805,Census Tract Census Tract 108.05,Shasta County,,2768
06089010806,Census Tract Census Tract 108.06,Shasta County,,2312
06089010807,Census Tract Census Tract 108.07,Shasta County,,2675
06037108101,Census Tract Census Tract 1081.01,Los Angeles County,,2799
06037108102,Census Tract Census Tract 1081.02,Los Angeles County,,2430
06037108103,Census Tract Census Tract 1081.03,Los Angeles County,,2755
06037108104,Census Tract Census Tract 1081.04,Los Angeles County,,2691
06041108100,Census Tract Census Tract 1081,Marin County,,2038
06037108201,Census Tract Census Tract 1082.01,Los Angeles County,,2935
06037108202,Census Tract Census Tract 1082.02,Los Angeles County,,2441
06041108200,Census Tract Census Tract 1082,Marin County,,1701
06023010800,Census Tract Census Tract 108,Humboldt County,Rohnerville Rancheria; Table Bluff Reservation,1867
06025010800,Census Tract Census Tract 108,Imperial County,,2356
06073010800,Census Tract Census Tract 108,San Diego County,,2068
06075010800,Census Tract Census Tract 108,San Francisco County,,1134
06113010800,Census Tract Census Tract 108,Yolo County,,1827
06023010901,Census Tract Census Tract 109.01,Humboldt County,,1819
06071010901,Census Tract Census Tract 109.01,San Bernardino County,,3732
06079010901,Census Tract Census Tract 109.01,San Luis Obispo County,,677
06113010901,Census Tract Census Tract 109.01,Yolo County,,1711
06023010902,Census Tract Census Tract 109.02,Humboldt County,Rohnerville Rancheria,2378
06071010902,Census Tract Census Tract 109.02,San Bernardino County,,3683
06079010902,Census Tract Census Tract 109.02,San Luis Obispo County,,1019
06113010902,Census Tract Census Tract 109.02,Yolo County,,1386
06041109001,Census Tract Census Tract 1090.01,Marin County,,1783
06037109100,Census Tract Census Tract 1091,Los Angeles County,,2369
06037109200,Census Tract Census Tract 1092,Los Angeles County,,2495
06037109300,Census Tract Census Tract 1093,Los Angeles County,,2499
06037109400,Census Tract Census Tract 1094,Los Angeles County,,2540
06037109500,Census Tract Census Tract 1095,Los Angeles County,,2725
06037109601,Census Tract Census Tract 1096.01,Los Angeles County,,2650
06037109603,Census Tract Census Tract 1096.03,Los Angeles County,,2032
06037109604,Census Tract Census Tract 1096.04,Los Angeles County,,2442
06037109700,Census Tract Census Tract 1097,Los Angeles County,,2490
06037109800,Census Tract Census Tract 1098,Los Angeles County,,2490
06025010900,Census Tract Census Tract 109,Imperial County,,2171
06045010900,Census Tract Census Tract 109,Mendocino County,Pinoleville Rancheria,2355
06053010900,Census Tract Census Tract 109,Monterey County,,1383
06073010900,Census Tract Census Tract 109,San Diego County,,2191
06075010900,Census Tract Census Tract 109,San Francisco County,,999
06089010900,Census Tract Census Tract 109,Shasta County,,2240
06007001000,Census Tract Census Tract 10,Butte County,,1776
06019001000,Census Tract Census Tract 10,Fresno County,,2018
06023001000,Census Tract Census Tract 10,Humboldt County,,1285
06029001000,Census Tract Census Tract 10,Kern County,,2399
06039001000,Census Tract Census Tract 10,Madera County,,3381
06073001000,Census Tract Census Tract 10,San Diego County,,1096
06077001000,Census Tract Census Tract 10,San Joaquin County,,2056
06083001000,Census Tract Census Tract 10,Santa Barbara County,,812
06093001000,Census Tract Census Tract 10,Siskiyou County,,2190
06103001000,Census Tract Census Tract 10,Tehama County,,2421
06023001101,Census Tract Census Tract 11.01,Humboldt County,,1864
06029001101,Census Tract Census Tract 11.01,Kern County,,1847
06047001101,Census Tract Census Tract 11.01,Merced County,,1540
06059001101,Census Tract Census Tract 11.01,Orange County,,1691
06067001101,Census Tract Census Tract 11.01,Sacramento County,,811
06071001101,Census Tract Census Tract 11.01,San Bernardino County,,1487
06077001101,Census Tract Census Tract 11.01,San Joaquin County,,2089
06083001101,Census Tract Census Tract 11.01,Santa Barbara County,,1284
06111001101,Census Tract Census Tract 11.01,Ventura County,,1488
06029001102,Census Tract Census Tract 11.02,Kern County,,2045
06059001102,Census Tract Census Tract 11.02,Orange County,,1533
06077001102,Census Tract Census Tract 11.02,San Joaquin County,,2052
06083001102,Census Tract Census Tract 11.02,Santa Barbara County,,992
06111001102,Census Tract Census Tract 11.02,Ventura County,,1712
06029001103,Census Tract Census Tract 11.03,Kern County,,2006
06059001103,Census Tract Census Tract 11.03,Orange County,,1578
06071001103,Census Tract Census Tract 11.03,San Bernardino County,,1584
06071001104,Census Tract Census Tract 11.04,San Bernardino County,,1508
06045011001,Census Tract Census Tract 110.01,Mendocino County,,3005
06071011001,Census Tract Census Tract 110.01,San Bernardino County,,3208
06079011001,Census Tract Census Tract 110.01,San Luis Obispo County,,1221
06089011001,Census Tract Census Tract 110.01,Shasta County,,3662
06113011001,Census Tract Census Tract 110.01,Yolo County,,1435
06045011002,Census Tract Census Tract 110.02,Mendocino County,,3045
06071011002,Census Tract Census Tract 110.02,San Bernardino County,San Manuel Reservation,3907
06079011002,Census Tract Census Tract 110.02,San Luis Obispo County,,1177
06089011002,Census Tract Census Tract 110.02,Shasta County,Redding Rancheria,2593
06113011002,Census Tract Census Tract 110.02,Yolo County,,1901
06059110001,Census Tract Census Tract 1100.01,Orange County,,1487
06059110003,Census Tract Census Tract 1100.03,Orange County,,1323
06059110004,Census Tract Census Tract 1100.04,Orange County,,1496
06059110005,Census Tract Census Tract 1100.05,Orange County,,1481
06059110006,Census Tract Census Tract 1100.06,Orange County,,1686
06059110007,Census Tract Census Tract 1100.07,Orange County,,1751
06059110008,Census Tract Census Tract 1100.08,Orange County,,1496
06059110010,Census Tract Census Tract 1100.10,Orange County,,1640
06059110011,Census Tract Census Tract 1100.11,Orange County,,1595
06059110012,Census Tract Census Tract 1100.12,Orange County,,1595
06059110014,Census Tract Census Tract 1100.14,Orange County,,1030
06059110015,Census Tract Census Tract 1100.15,Orange County,,1693
06059110102,Census Tract Census Tract 1101.02,Orange County,,1504
06059110104,Census Tract Census Tract 1101.04,Orange County,,1465
06059110106,Census Tract Census Tract 1101.06,Orange County,,1421
06059110108,Census Tract Census Tract 1101.08,Orange County,,1399
06059110109,Census Tract Census Tract 1101.09,Orange County,,1369
06059110110,Census Tract Census Tract 1101.10,Orange County,,1406
06059110111,Census Tract Census Tract 1101.11,Orange County,,1564
